transaction_id,customer_id,transaction_date,amount,merchant_category,transaction_type
TXN00006043,CUST000035,2024-06-22,469.46,Groceries,Debit
TXN00021749,CUST000035,2024-06-26,250.54,Shopping,Debit
TXN00039119,CUST000035,2024-06-27,34.85,Shopping,Credit
TXN00030856,CUST000035,2024-08-08,278.88,Shopping,Debit
TXN00018544,CUST000035,2024-09-08,114.8,Restaurants,Debit
TXN00016141,CUST000035,2024-09-13,194.28,Entertainment,Debit
TXN00043039,CUST000035,2024-10-19,117.28,Restaurants,Debit
TXN00043269,CUST000036,2024-01-13,52.57,Restaurants,Credit
TXN00041318,CUST000036,2024-03-04,82.24,Groceries,Credit
TXN00022008,CUST000036,2024-04-02,17.1,Groceries,Debit
TXN00007175,CUST000036,2024-05-31,75.85,Restaurants,Credit
TXN00014476,CUST000036,2024-07-05,615.62,Restaurants,Debit
TXN00036893,CUST000036,2024-07-13,6.9,Travel,Credit
TXN00043867,CUST000036,2024-07-17,27.66,Utilities,Credit
TXN00043307,CUST000036,2024-07-18,52.22,Entertainment,Debit
TXN00033885,CUST000036,2024-09-15,1168.78,Entertainment,Debit
TXN00010164,CUST000036,2024-09-25,119.5,Healthcare,Credit
TXN00022927,CUST000037,2024-02-28,198.44,Groceries,Debit
TXN00024022,CUST000037,2024-03-12,122.33,Utilities,Debit
TXN00001274,CUST000037,2024-04-17,130.11,Restaurants,Credit
TXN00040243,CUST000037,2024-04-17,707.68,Groceries,Debit
TXN00026140,CUST000037,2024-04-29,56.66,Shopping,Credit
TXN00026418,CUST000037,2024-05-28,74.57,Groceries,Debit
TXN00015906,CUST000037,2024-05-31,37.87,Gas,Debit
TXN00001720,CUST000037,2024-07-14,19.23,Entertainment,Debit
TXN00031167,CUST000037,2024-07-14,120.43,Groceries,Credit
TXN00030844,CUST000037,2024-07-28,150.58,Groceries,Debit
TXN00044689,CUST000037,2024-08-09,152.84,Groceries,Debit
TXN00043643,CUST000037,2024-09-17,133.65,Groceries,Debit
TXN00007777,CUST000037,2024-10-16,75.86,Entertainment,Debit
TXN00036885,CUST000037,2024-10-19,83.58,Restaurants,Debit
TXN00018470,CUST000038,2024-01-22,173.64,Groceries,Debit
TXN00037635,CUST000038,2024-02-25,47.6,Travel,Debit
TXN00020178,CUST000038,2024-03-13,116.29,Groceries,Debit
TXN00029826,CUST000038,2024-03-16,5.39,Restaurants,Credit
TXN00044911,CUST000038,2024-04-10,16.28,Groceries,Debit
TXN00038550,CUST000038,2024-08-04,357.2,Restaurants,Credit
TXN00004848,CUST000038,2024-08-26,66.5,Gas,Credit
TXN00022887,CUST000038,2024-10-06,180.42,Groceries,Debit
TXN00001402,CUST000039,2024-01-01,164.9,Shopping,Debit
TXN00020385,CUST000039,2024-02-23,235.52,Restaurants,Credit
TXN00011746,CUST000039,2024-02-27,60.57,Gas,Debit
TXN00021774,CUST000039,2024-03-30,140.55,Healthcare,Debit
TXN00047656,CUST000039,2024-04-09,7.61,Restaurants,Debit
TXN00033741,CUST000039,2024-05-07,62.15,Groceries,Credit
TXN00004836,CUST000039,2024-07-04,82.14,Utilities,Credit
TXN00032480,CUST000039,2024-08-30,11.32,Gas,Debit
TXN00045486,CUST000039,2024-10-19,26.4,Groceries,Debit
TXN00034442,CUST000040,2024-02-23,182.71,Shopping,Credit
TXN00019855,CUST000040,2024-04-17,36.35,Entertainment,Debit
TXN00048442,CUST000040,2024-04-18,970.75,Restaurants,Debit
TXN00021639,CUST000040,2024-05-14,671.89,Entertainment,Debit
TXN00039045,CUST000040,2024-07-10,155.23,Healthcare,Credit
TXN00030861,CUST000040,2024-08-15,8.07,Groceries,Credit
TXN00014025,CUST000040,2024-09-23,68.8,Groceries,Debit
TXN00041880,CUST000040,2024-10-26,6.48,Shopping,Debit
TXN00016221,CUST000040,2024-10-27,1310.33,Gas,Debit
TXN00048082,CUST000041,2024-02-01,19.34,Gas,Credit
TXN00029961,CUST000041,2024-02-10,29.74,Groceries,Debit
TXN00015121,CUST000041,2024-03-19,1256.34,Groceries,Credit
TXN00028892,CUST000041,2024-06-05,258.73,Healthcare,Debit
TXN00016383,CUST000041,2024-06-21,149.63,Entertainment,Debit
TXN00032735,CUST000041,2024-07-15,290.7,Utilities,Debit
TXN00011654,CUST000041,2024-08-01,28.64,Entertainment,Credit
TXN00026161,CUST000041,2024-08-19,419.4,Shopping,Debit
TXN00048314,CUST000041,2024-09-29,23.54,Groceries,Credit
TXN00011022,CUST000041,2024-10-15,23.59,Restaurants,Debit
TXN00038020,CUST000041,2024-10-30,6269.16,Travel,Credit
TXN00017959,CUST000042,2024-01-10,28.03,Utilities,Debit
TXN00011873,CUST000042,2024-02-07,1001.96,Groceries,Debit
TXN00035310,CUST000042,2024-03-14,550.6,Travel,Credit
TXN00005586,CUST000042,2024-03-30,230.26,Restaurants,Debit
TXN00030929,CUST000042,2024-04-18,46.34,Gas,Debit
TXN00043965,CUST000042,2024-04-22,8.91,Shopping,Credit
TXN00031956,CUST000042,2024-04-27,38.58,Groceries,Debit
TXN00040059,CUST000042,2024-05-28,13.82,Healthcare,Debit
TXN00016906,CUST000042,2024-06-04,196.05,Utilities,Debit
TXN00047508,CUST000042,2024-07-23,58.6,Shopping,Debit
TXN00032590,CUST000042,2024-08-17,2990.79,Shopping,Debit
TXN00047397,CUST000042,2024-09-13,17.21,Shopping,Debit
TXN00010329,CUST000043,2024-02-17,173.06,Restaurants,Debit
TXN00004432,CUST000043,2024-03-07,271.2,Groceries,Debit
TXN00036037,CUST000043,2024-03-08,94.85,Shopping,Debit
TXN00025012,CUST000043,2024-04-05,144.0,Utilities,Debit
TXN00011510,CUST000043,2024-04-10,145.95,Groceries,Debit
