customer_id,age,income_bracket,account_tenure_months,credit_score_tier,num_products,has_checking,has_savings,has_mortgage,has_auto_loan,has_credit_card,avg_monthly_balance,digital_user,customer_segment
CUST000075,22,<30K,6,Good,2,1,1,1,1,0,2443.49,0,New
CUST000076,57,30-50K,25,Very Good,2,1,1,0,0,0,21558.58,1,Standard
CUST000077,46,100-150K,3,Very Good,1,1,1,0,0,0,6018.52,1,New
CUST000078,40,30-50K,4,Very Good,3,1,1,0,0,0,2149.3,1,New
CUST000079,46,30-50K,25,Good,1,1,0,0,1,0,13241.08,1,Standard
CUST000080,22,50-75K,17,Good,6,1,1,1,0,0,2055.79,1,Standard
CUST000081,41,30-50K,124,Excellent,1,1,1,0,1,0,25930.1,1,Standard
CUST000082,50,100-150K,22,Very Good,1,1,1,0,0,0,1233.12,0,Standard
CUST000083,67,75-100K,68,Very Good,4,1,1,1,0,0,23653.24,1,Growth
CUST000084,37,50-75K,36,Good,2,1,0,0,0,0,6384.56,0,Standard
CUST000085,32,>150K,58,Very Good,3,1,1,1,0,0,11553.98,1,Standard
CUST000086,37,50-75K,14,Good,1,1,1,1,0,0,3064.97,1,Standard
CUST000087,58,<30K,136,Good,1,1,0,0,1,0,7864.77,1,Standard
CUST000088,49,30-50K,36,Very Good,1,1,1,1,0,0,500.0,1,Standard
CUST000089,37,50-75K,85,Good,3,1,1,0,0,0,6388.26,0,Standard
CUST000090,52,30-50K,21,Very Good,3,1,1,1,1,0,1016.4,0,Standard
CUST000091,46,100-150K,5,Good,4,1,0,1,0,0,12060.19,0,New
CUST000092,59,75-100K,53,Very Good,1,1,0,0,0,0,2586.9,1,Standard
CUST000093,34,30-50K,1,Good,1,1,1,0,0,0,2557.86,0,New
CUST000094,40,50-75K,30,Very Good,2,1,1,0,0,0,1215.78,1,Standard
CUST000095,39,75-100K,10,Good,3,1,1,0,0,0,6129.41,1,New
CUST000096,23,100-150K,47,Very Good,3,1,1,0,0,0,1778.54,0,Standard
CUST000097,49,100-150K,186,Very Good,2,1,0,0,0,0,4613.17,0,Standard
CUST000098,48,50-75K,29,Good,3,1,1,0,1,0,3320.08,1,Standard
CUST000099,45,75-100K,81,Good,1,1,1,0,1,0,1437.25,1,Standard
CUST000100,41,50-75K,34,Very Good,1,1,1,0,0,0,3083.11,1,Standard
CUST000101,23,50-75K,32,Very Good,3,1,1,0,0,0,2419.61,1,Standard
CUST000102,38,<30K,127,Very Good,2,0,1,0,0,0,15746.87,0,Standard
CUST000103,39,<30K,105,Very Good,4,1,1,1,0,0,19228.57,1,Standard
CUST000104,32,50-75K,73,Good,4,1,1,0,1,0,1009.2,0,Standard
CUST000105,42,30-50K,16,Good,1,1,1,0,0,0,6199.43,1,Standard
CUST000106,51,<30K,37,Good,2,1,1,1,1,0,3511.63,0,Standard
CUST000107,73,75-100K,12,Fair,3,1,1,0,0,0,1711.27,1,Standard
CUST000108,47,<30K,28,Very Good,1,1,1,1,0,0,5854.15,0,Standard
CUST000109,48,50-75K,31,Fair,3,1,1,0,0,0,8628.84,0,Standard
CUST000110,43,50-75K,85,Excellent,3,1,1,0,0,0,500.0,1,Standard
CUST000111,22,>150K,108,Very Good,4,1,0,0,0,0,16410.48,1,Standard
CUST000112,44,50-75K,25,Very Good,1,1,1,1,1,0,11534.36,1,Standard
CUST000113,45,<30K,1,Excellent,6,1,0,1,0,0,4761.99,1,New
CUST000114,75,50-75K,94,Good,5,1,0,1,0,0,1714.0,0,Standard
CUST000115,42,75-100K,9,Very Good,2,1,1,0,0,0,8842.38,1,New
CUST000116,49,>150K,46,Fair,3,1,0,0,0,0,2239.77,0,Standard
CUST000117,44,50-75K,1,Poor,1,1,0,0,0,0,22559.78,1,New
CUST000118,27,30-50K,24,Very Good,5,1,0,0,0,0,14435.75,1,Standard
CUST000119,62,100-150K,204,Poor,1,0,1,1,0,0,5031.51,1,Standard
CUST000120,56,30-50K,5,Excellent,6,1,1,0,0,0,1869.97,0,New
CUST000121,56,50-75K,26,Very Good,2,1,1,0,0,0,8914.83,1,Standard
CUST000122,31,50-75K,17,Very Good,1,1,1,0,1,0,12716.01,1,Standard
CUST000123,66,<30K,113,Good,2,1,0,0,0,0,3290.93,1,Standard
CUST000124,23,30-50K,97,Very Good,3,1,1,0,0,0,8051.96,1,Standard
CUST000125,53,30-50K,13,Poor,1,1,1,0,0,0,2762.73,1,Standard
CUST000126,75,75-100K,4,Very Good,1,1,0,0,0,0,607.64,0,New
CUST000127,30,100-150K,47,Fair,3,1,0,1,0,0,668.1,1,Standard
CUST000128,36,30-50K,19,Very Good,1,1,1,0,0,0,5926.94,1,Standard
CUST000129,46,75-100K,53,Fair,2,1,0,0,0,0,30572.89,1,Standard
CUST000130,37,<30K,1,Poor,3,1,1,1,1,0,1539.78,1,New
CUST000131,22,50-75K,6,Good,5,1,1,1,0,0,1871.08,0,New
CUST000132,46,<30K,55,Fair,4,1,0,0,0,0,7047.54,0,Standard
CUST000133,29,100-150K,11,Very Good,1,1,0,0,1,0,5137.28,0,New
CUST000134,52,75-100K,93,Good,3,1,1,1,0,0,6924.02,0,Standard
CUST000135,31,75-100K,2,Good,1,1,1,0,0,0,9149.44,1,New
CUST000136,68,75-100K,11,Good,6,1,1,0,1,0,4808.49,0,New
CUST000137,33,50-75K,240,Good,4,1,1,0,0,0,5791.74,1,Standard
CUST000138,40,>150K,27,Good,4,1,1,1,1,0,1271.35,0,Standard
CUST000139,57,75-100K,58,Very Good,4,1,1,1,1,0,2975.37,1,Standard
CUST000140,26,100-150K,9,Fair,2,1,1,1,0,0,22348.35,1,New
CUST000141,48,50-75K,45,Fair,1,1,1,0,0,0,8652.82,1,Standard
CUST000142,64,<30K,62,Good,1,1,0,0,1,0,6869.59,1,Standard
CUST000143,22,50-75K,18,Good,1,1,1,1,0,0,1725.2,1,Standard
CUST000144,47,<30K,84,Good,1,1,0,0,0,0,1872.19,1,Standard
CUST000145,48,50-75K,44,Good,1,1,1,0,0,0,1353.93,1,Standard
CUST000146,56,50-75K,23,Very Good,2,1,1,0,1,0,543.37,0,Standard
CUST000147,26,50-75K,39,Poor,3,0,1,0,0,0,3558.37,1,Standard
CUST000148,25,<30K,41,Good,2,1,0,1,1,0,3079.57,1,Standard
CUST000149,52,30-50K,8,Good,2,1,0,0,0,0,6134.99,0,New
CUST000150,49,50-75K,24,Very Good,3,1,1,0,1,0,17033.55,1,Standard
CUST000151,48,>150K,20,Excellent,5,1,1,0,1,0,2317.57,1,Standard
CUST000152,50,30-50K,24,Good,2,1,1,0,0,0,22002.72,0,Standard
CUST000153,34,50-75K,68,Excellent,3,0,1,1,1,0,9112.99,1,Standard
CUST000154,48,75-100K,31,Good,4,1,1,1,0,0,27074.69,1,Growth
CUST000155,49,50-75K,135,Poor,1,1,1,0,1,0,1252.45,0,Standard
CUST000156,34,30-50K,16,Fair,1,1,1,1,1,0,20079.9,0,Standard
CUST000157,72,50-75K,25,Good,4,1,1,0,0,0,2187.18,1,Standard
CUST000158,52,30-50K,74,Good,2,1,1,0,0,0,1892.26,0,Standard
CUST000159,27,>150K,37,Fair,6,1,1,0,0,0,4578.63,1,Standard
CUST000160,54,<30K,38,Good,1,1,1,0,0,0,1775.38,1,Standard
CUST000161,30,30-50K,2,Good,2,1,1,1,0,0,8226.24,1,New
CUST000162,56,<30K,24,Fair,1,1,0,1,0,0,13484.44,1,Standard
CUST000163,62,30-50K,15,Good,1,1,1,1,0,0,8889.78,1,Standard
CUST000164,32,75-100K,240,Excellent,3,1,1,1,0,0,4593.57,1,Standard
CUST000165,59,30-50K,17,Good,4,1,1,0,1,0,20239.7,0,Growth
CUST000166,51,<30K,103,Very Good,4,1,1,0,0,0,8217.81,1,Standard
CUST000167,57,50-75K,54,Very Good,1,1,1,0,0,0,4128.97,1,Standard
CUST000168,73,<30K,20,Good,4,1,1,1,0,0,4216.88,1,Standard
CUST000169,41,<30K,37,Good,1,1,0,1,0,0,1700.91,0,Standard
CUST000170,33,75-100K,88,Good,1,1,0,0,1,0,1545.52,1,Standard
CUST000171,31,75-100K,103,Very Good,3,1,0,1,0,0,2847.18,1,Standard
CUST000172,32,100-150K,8,Good,3,1,1,1,0,0,1389.47,1,New
CUST000173,43,100-150K,19,Fair,3,1,1,0,0,0,1236.28,1,Standard
CUST000174,50,75-100K,19,Fair,1,1,1,0,0,0,1635.36,0,Standard
CUST000175,49,<30K,2,Very Good,5,1,1,0,0,0,17849.12,0,New
CUST000176,57,75-100K,43,Good,2,1,1,0,0,0,1862.58,1,Standard
CUST000177,45,75-100K,92,Very Good,1,1,0,1,0,0,13224.48,1,Standard
CUST000178,66,75-100K,23,Good,2,1,1,1,0,0,2279.29,0,Standard
CUST000179,41,50-75K,64,Very Good,4,1,1,0,1,0,6168.85,1,Standard
CUST000180,75,30-50K,47,Good,1,1,1,1,0,0,1850.74,0,Standard
CUST000181,54,75-100K,22,Good,3,1,1,0,0,0,6219.09,1,Standard
CUST000182,32,75-100K,7,Excellent,1,1,1,0,0,0,75592.0,1,Premium
CUST000183,28,>150K,59,Very Good,2,1,1,0,1,0,2127.35,1,Standard
CUST000184,52,30-50K,92,Fair,3,1,1,1,1,0,3455.03,1,Standard
CUST000185,41,30-50K,55,Fair,6,1,0,1,0,0,1181.97,1,Standard
CUST000186,55,30-50K,1,Very Good,4,1,1,0,1,0,18386.64,0,New
CUST000187,52,75-100K,11,Very Good,2,1,1,1,1,0,22267.21,1,New
CUST000188,43,30-50K,3,Good,2,1,1,1,0,0,1606.03,1,New
CUST000189,32,<30K,40,Good,6,1,0,0,0,0,4070.03,1,Standard
CUST000190,22,>150K,67,Very Good,5,1,1,0,0,0,8142.62,0,Standard
CUST000191,38,<30K,5,Good,2,1,0,1,0,0,5327.35,1,New
CUST000192,57,75-100K,87,Very Good,1,1,1,0,0,0,1619.45,1,Standard
CUST000193,48,30-50K,38,Fair,5,1,0,0,0,0,1540.84,1,Standard
CUST000194,26,75-100K,56,Excellent,3,1,1,0,1,0,1120.89,1,Standard
CUST000195,47,50-75K,170,Very Good,2,1,1,1,1,0,16803.4,0,Standard
CUST000196,50,100-150K,4,Very Good,4,0,1,1,0,0,10896.3,1,New
CUST000197,31,100-150K,111,Good,1,1,0,0,0,0,36389.9,1,Standard
CUST000198,47,<30K,6,Fair,4,1,0,1,0,0,1466.06,1,New
CUST000199,45,<30K,23,Good,6,1,1,0,0,0,7041.01,1,Standard
CUST000200,27,30-50K,91,Very Good,3,1,1,0,1,0,5786.79,1,Standard
CUST000201,50,75-100K,113,Very Good,3,1,1,1,0,0,7674.25,1,Standard
CUST000202,53,100-150K,33,Good,3,1,1,0,0,0,10214.2,0,Standard
CUST000203,61,50-75K,43,Very Good,4,1,1,0,0,0,227892.44,0,Premium
CUST000204,60,50-75K,59,Very Good,6,1,1,0,0,0,217483.9,0,Premium
CUST000205,24,30-50K,85,Poor,4,1,1,0,0,0,7563.11,0,Standard
CUST000206,30,75-100K,6,Good,2,1,0,0,0,0,34126.95,1,New
CUST000207,52,>150K,79,Very Good,1,1,1,0,0,0,1747.74,1,Standard
CUST000208,52,30-50K,31,Good,1,1,1,1,1,0,4362.26,0,Standard
CUST000209,52,50-75K,28,Very Good,3,0,1,0,0,0,1887.81,1,Standard
CUST000210,75,<30K,26,Good,2,1,1,0,1,0,6651.1,0,Standard
CUST000211,53,50-75K,34,Excellent,4,1,1,1,0,0,9236.82,0,Standard
CUST000212,62,50-75K,139,Poor,3,1,1,1,1,0,77589.1,0,Growth
CUST000213,59,<30K,38,Good,4,1,0,0,0,0,1607.39,1,Standard
CUST000214,54,50-75K,146,Fair,2,1,1,0,0,0,24134.17,1,Standard
CUST000215,40,30-50K,9,Fair,3,1,1,1,0,0,2992.64,1,New
CUST000216,56,50-75K,61,Good,5,1,1,0,0,0,2515.53,1,Standard
CUST000217,33,50-75K,80,Fair,2,0,1,0,1,0,3704.83,0,Standard
CUST000218,41,<30K,54,Excellent,4,1,1,0,0,0,52934.99,1,Premium
CUST000219,37,75-100K,44,Excellent,3,1,1,0,0,0,500.0,1,Standard
CUST000220,46,75-100K,39,Good,3,1,1,0,1,0,8456.33,0,Standard
CUST000221,75,30-50K,94,Very Good,1,1,0,0,0,0,18982.82,1,Standard
CUST000222,22,<30K,82,Good,2,1,0,0,1,0,1539.81,1,Standard
CUST000223,55,75-100K,6,Very Good,1,1,1,0,0,0,9319.2,1,New
CUST000224,22,>150K,90,Very Good,1,1,1,1,1,0,2063.09,0,Standard
CUST000225,37,30-50K,25,Poor,2,1,1,1,0,0,51813.3,0,Standard
CUST000226,61,30-50K,14,Very Good,6,1,1,0,0,0,1046.63,1,Standard
CUST000227,45,30-50K,97,Very Good,3,1,1,0,0,0,9848.36,1,Standard
CUST000228,28,50-75K,27,Good,3,1,1,1,1,0,2925.68,0,Standard
CUST000229,34,30-50K,79,Excellent,3,1,1,0,0,0,4156.64,1,Standard
CUST000230,55,30-50K,14,Excellent,1,1,1,1,0,0,3474.81,1,Standard
CUST000231,34,75-100K,1,Good,2,1,0,0,0,0,18622.52,1,New
CUST000232,48,50-75K,32,Very Good,1,1,0,0,0,0,6210.0,1,Standard
CUST000233,45,30-50K,5,Excellent,3,1,1,0,0,0,909.52,1,New
CUST000234,35,50-75K,67,Good,1,1,1,1,1,0,7767.82,0,Standard
CUST000235,75,50-75K,15,Good,3,0,1,0,0,0,6892.11,1,Standard
CUST000236,54,<30K,28,Fair,6,1,0,1,0,0,17369.34,0,Standard
CUST000237,22,<30K,4,Excellent,4,1,0,0,1,0,7466.18,0,New
CUST000238,47,100-150K,16,Very Good,2,1,0,0,0,0,804.59,1,Standard
CUST000239,35,<30K,73,Fair,2,1,1,0,0,0,20470.54,0,Standard
CUST000240,57,75-100K,7,Excellent,3,1,1,0,0,0,19641.94,1,New
CUST000241,33,100-150K,50,Very Good,2,1,1,0,1,0,9352.22,1,Standard
CUST000242,43,30-50K,119,Very Good,1,1,0,0,0,0,7073.95,1,Standard
CUST000243,52,30-50K,54,Poor,3,1,0,0,0,0,7825.16,0,Standard
CUST000244,57,50-75K,79,Good,3,1,1,0,0,0,19985.71,1,Standard
CUST000245,26,100-150K,5,Very Good,3,1,1,1,0,0,25597.68,1,Growth
CUST000246,39,100-150K,13,Good,4,1,0,1,1,0,9476.91,1,Standard
CUST000247,37,75-100K,107,Very Good,1,1,1,0,0,0,10714.18,1,Standard
CUST000248,35,<30K,60,Very Good,1,1,0,0,0,0,6352.01,0,Standard
CUST000249,71,75-100K,48,Good,1,1,1,0,1,0,89574.71,0,Standard
CUST000250,51,50-75K,52,Very Good,2,1,1,0,0,0,500.0,1,Standard
CUST000251,26,50-75K,25,Fair,1,1,1,0,0,0,2262.58,0,Standard
CUST000252,58,<30K,2,Good,1,1,1,0,0,0,1925.02,1,New
CUST000253,75,30-50K,73,Poor,2,1,1,1,1,0,62415.7,1,Standard
CUST000254,60,75-100K,54,Good,1,1,0,1,0,0,3852.75,1,Standard
CUST000255,22,50-75K,30,Good,2,1,0,0,0,0,500.0,0,Standard
CUST000256,37,30-50K,110,Very Good,2,1,1,1,0,0,1894.48,0,Standard
CUST000257,64,30-50K,19,Very Good,4,1,1,0,1,0,9798.17,1,Standard
CUST000258,34,100-150K,16,Good,5,1,1,0,1,0,5220.51,1,Standard
CUST000259,51,75-100K,98,Very Good,4,1,1,1,0,0,4447.08,1,Standard
CUST000260,56,30-50K,76,Poor,1,1,0,0,0,0,6429.42,0,Standard
CUST000261,31,<30K,34,Fair,2,1,1,1,1,0,19797.97,0,Standard
CUST000262,44,30-50K,6,Very Good,3,1,1,0,1,0,15232.3,1,New
CUST000263,22,100-150K,11,Very Good,4,1,0,1,1,0,1891.25,1,New
CUST000264,29,50-75K,51,Very Good,3,0,1,0,1,0,7176.73,1,Standard
CUST000265,41,50-75K,23,Good,3,1,0,1,0,0,32352.45,0,Growth
CUST000266,26,50-75K,86,Very Good,1,1,1,0,0,0,6519.68,0,Standard
CUST000267,69,30-50K,143,Very Good,2,1,0,0,1,0,2475.24,0,Standard
CUST000268,23,75-100K,78,Excellent,1,1,0,1,1,0,1271.6,0,Standard
CUST000269,38,50-75K,22,Fair,2,1,0,1,1,0,6673.13,1,Standard
CUST000270,46,<30K,74,Good,3,1,0,1,0,0,3888.86,0,Standard
CUST000271,66,<30K,20,Very Good,1,1,1,0,0,0,3806.47,0,Standard
CUST000272,23,50-75K,8,Excellent,5,1,1,0,0,0,6483.19,1,New
CUST000273,62,100-150K,1,Fair,6,1,1,0,1,0,2187.26,0,New
CUST000274,45,30-50K,23,Good,4,1,0,0,0,0,23173.33,0,Growth
CUST000275,30,100-150K,112,Good,6,1,1,1,1,0,4514.75,0,Standard
CUST000276,51,75-100K,13,Good,2,1,0,1,0,0,53274.33,0,Standard
CUST000277,47,30-50K,11,Good,1,1,1,1,0,0,16982.84,1,New
CUST000278,35,<30K,168,Poor,3,1,0,0,0,0,4486.71,0,Standard
CUST000279,46,<30K,1,Good,4,1,1,0,0,0,1059.21,1,New
CUST000280,39,75-100K,73,Good,3,1,1,1,0,0,10889.14,1,Standard
CUST000281,46,30-50K,18,Fair,4,1,1,1,1,0,8669.16,1,Standard
CUST000282,54,30-50K,1,Good,4,1,1,1,0,0,2120.95,1,New
CUST000283,68,50-75K,119,Poor,2,1,1,1,0,0,1241.76,1,Standard
CUST000284,26,75-100K,7,Excellent,3,1,1,1,0,0,4837.42,1,New
CUST000285,75,<30K,38,Very Good,3,1,1,0,1,0,6508.71,1,Standard
CUST000286,22,50-75K,15,Very Good,3,1,0,1,0,0,5955.83,1,Standard
CUST000287,42,50-75K,3,Good,6,1,1,0,0,0,4934.02,0,New
CUST000288,53,50-75K,2,Excellent,3,1,1,1,1,0,20623.43,0,Growth
CUST000289,49,75-100K,5,Good,1,1,0,0,0,0,2292.39,1,New
CUST000290,35,30-50K,3,Good,1,1,0,0,0,0,47791.65,0,New
CUST000291,41,75-100K,68,Good,2,1,1,0,1,0,665.12,1,Standard
CUST000292,37,75-100K,31,Very Good,4,1,0,0,0,0,2050.33,1,Standard
CUST000293,36,50-75K,20,Good,1,1,0,0,0,0,1173.61,1,Standard
CUST000294,57,75-100K,26,Good,6,1,0,0,0,0,6405.54,0,Standard
CUST000295,50,50-75K,126,Fair,2,1,0,0,1,0,7932.91,1,Standard
CUST000296,34,<30K,115,Very Good,2,1,1,0,0,0,40299.39,1,Standard
CUST000297,58,75-100K,60,Good,5,1,1,0,0,0,6353.73,0,Standard
CUST000298,49,50-75K,103,Fair,4,1,1,0,0,0,13577.73,1,Standard
CUST000299,57,50-75K,18,Good,2,1,1,0,0,0,1331.29,1,Standard
CUST000300,54,30-50K,23,Good,2,1,1,0,0,0,936.77,1,Standard
CUST000301,32,100-150K,45,Very Good,1,1,1,0,0,0,23623.17,1,Standard
CUST000302,36,50-75K,46,Poor,1,1,1,0,0,0,15211.3,1,Standard
CUST000303,56,<30K,31,Good,2,1,1,1,1,0,6547.6,0,Standard
CUST000304,54,50-75K,24,Very Good,3,1,1,0,0,0,1717.58,1,Standard
CUST000305,44,75-100K,205,Very Good,3,1,1,1,0,0,90846.11,1,Premium
CUST000306,46,75-100K,82,Good,2,1,0,0,0,0,13287.32,0,Standard
CUST000307,64,50-75K,27,Very Good,3,1,1,0,1,0,2143.91,1,Standard
CUST000308,36,100-150K,62,Good,2,1,0,0,1,0,5236.26,0,Standard
CUST000309,53,30-50K,15,Good,3,1,1,0,1,0,853.8,0,Standard
CUST000310,41,50-75K,5,Excellent,4,1,1,0,0,0,5688.18,0,New
CUST000311,41,100-150K,20,Excellent,2,1,1,1,1,0,2814.72,1,Standard
CUST000312,61,100-150K,24,Good,1,1,1,1,0,0,86233.58,0,Standard
CUST000313,57,75-100K,1,Fair,1,1,1,1,0,0,12262.6,1,New
CUST000314,57,100-150K,80,Good,3,1,0,1,0,0,500.0,1,Standard
CUST000315,64,<30K,21,Poor,2,1,0,0,0,0,44746.06,1,Standard
CUST000316,45,100-150K,41,Poor,1,1,0,0,0,0,7978.05,1,Standard
CUST000317,55,30-50K,3,Good,6,1,1,1,1,0,31196.15,0,Growth
CUST000318,40,30-50K,9,Excellent,3,1,1,1,1,0,6858.99,0,New
CUST000319,49,30-50K,105,Very Good,4,1,1,0,0,0,5898.15,0,Standard
CUST000320,43,50-75K,45,Good,4,1,1,1,1,0,1805.18,1,Standard
CUST000321,46,30-50K,144,Good,5,1,1,0,0,0,10765.13,1,Standard
CUST000322,53,30-50K,240,Poor,3,1,1,0,0,0,18157.66,0,Standard
CUST000323,32,<30K,22,Fair,5,1,0,1,1,0,599.56,1,Standard
CUST000324,75,30-50K,17,Poor,4,1,1,1,0,0,1837.53,1,Standard
CUST000325,29,50-75K,93,Very Good,2,1,0,1,0,0,1121.15,1,Standard
CUST000326,26,50-75K,240,Fair,3,1,1,1,0,0,41852.97,1,Growth
CUST000327,62,30-50K,47,Very Good,6,1,1,0,0,0,18862.39,0,Standard
CUST000328,56,75-100K,76,Very Good,6,1,0,0,0,0,3192.77,1,Standard
CUST000329,54,100-150K,73,Fair,1,1,1,0,0,0,17867.0,1,Standard
CUST000330,54,75-100K,21,Fair,2,0,1,1,0,0,951.66,1,Standard
CUST000331,44,30-50K,40,Very Good,3,1,1,0,0,0,7083.53,1,Standard
CUST000332,31,75-100K,85,Excellent,2,1,1,1,0,0,15077.34,1,Standard
CUST000333,46,30-50K,55,Very Good,6,1,1,0,0,0,2568.77,1,Standard
CUST000334,34,<30K,1,Good,2,1,1,1,0,0,4865.52,0,New
