customer_id,date,campaign_group,campaign_start_date,email_opened,clicked_offer,applied_for_card,card_activated,monthly_card_spend,revenue_generated
CUST000158,04/02/2024,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000159,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000160,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000161,04/02/2024,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000162,04/02/2024,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000163,04/02/2024,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000164,04/02/2024,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000165,04/02/2024,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000166,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000167,04/02/2024,Treatment,2024-07-01,Yes,No,No,No,$0.00,0.0
CUST000168,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000169,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000170,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000171,2024-04-02,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000172,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000173,2024-04-02,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000174,"April 02, 2024",Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000175,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000176,04/02/2024,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000177,04/02/2024,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000178,04/02/2024,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000179,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000180,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000181,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000182,04/02/2024,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000183,04/02/2024,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000184,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000185,04/02/2024,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000186,04/02/2024,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000187,"April 02, 2024",Treatment,2024-07-01,No,No,No,No,$0.00,N/A
CUST000188,04/02/2024,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000189,2024-04-02,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000190,2024-04-02,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000191,2024-04-02,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000192,04/02/2024,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000193,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000194,04/02/2024,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000195,04/02/2024,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000196,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000197,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000198,2024-04-02,Treatment,2024-07-01,Yes,No,No,No,$0.00,0.0
CUST000199,04/02/2024,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000200,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000201,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000202,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,N/A
CUST000203,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000204,04/02/2024,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000205,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000206,04/02/2024,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000207,"April 02, 2024",Treatment,2024-07-01,Yes,No,No,No,$0.00,0.0
CUST000208,"April 02, 2024",Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000209,04/02/2024,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000210,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000211,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000212,"April 02, 2024",Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000213,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000214,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000215,04/02/2024,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000216,2024-04-02,Treatment,2024-07-01,Yes,No,No,No,$0.00,0.0
CUST000217,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000218,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000219,04/02/2024,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000220,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000221,2024-04-02,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000222,"April 02, 2024",Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000223,04/02/2024,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000224,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000225,04/02/2024,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000226,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000227,2024-04-02,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000228,04/02/2024,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000229,04/02/2024,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000230,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000231,"April 02, 2024",Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000232,2024-04-02,Control,2024-07-01,No,No,Yes,Yes,$542.78,10.86
CUST000233,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000234,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000235,2024-04-02,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000236,04/02/2024,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000237,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000238,"April 02, 2024",Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000239,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000240,04/02/2024,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000241,04/02/2024,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000242,04/02/2024,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000243,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000244,"April 02, 2024",Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000245,"April 02, 2024",Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000246,2024-04-02,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000247,"April 02, 2024",Treatment,2024-07-01,No,No,No,No,$0.00,N/A
CUST000248,2024-04-02,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000249,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000250,"April 02, 2024",Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000251,04/02/2024,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000252,04/02/2024,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000253,2024-04-02,Treatment,2024-07-01,Yes,No,No,No,$0.00,0.0
CUST000254,04/02/2024,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000255,2024-04-02,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000256,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000257,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000258,"April 02, 2024",Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000259,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000260,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000261,04/02/2024,Control,2024-07-01,No,No,No,No,$0.00,N/A
CUST000262,"April 02, 2024",Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000263,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000264,"April 02, 2024",Treatment,2024-07-01,Yes,No,No,No,$0.00,0.0
CUST000265,"April 02, 2024",Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000266,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000267,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000268,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000269,2024-04-02,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000270,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000271,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000272,04/02/2024,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000273,04/02/2024,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000274,"April 02, 2024",Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000275,04/02/2024,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000276,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000277,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,N/A
CUST000278,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000279,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000280,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000281,04/02/2024,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000282,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000283,2024-04-02,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000284,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000285,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000286,04/02/2024,Treatment,2024-07-01,No,No,Yes,Yes,$174.72,3.49
CUST000287,2024-04-02,Treatment,2024-07-01,No,No,No,No,$0.00,N/A
CUST000288,04/02/2024,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000289,2024-04-02,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000290,04/02/2024,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000291,04/02/2024,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000292,04/02/2024,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000293,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000294,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,N/A
CUST000295,04/02/2024,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000296,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000297,2024-04-02,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000298,04/02/2024,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000299,04/02/2024,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000300,04/02/2024,Control,2024-07-01,No,No,Yes,No,$0.00,0.0
CUST000301,04/02/2024,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000302,2024-04-02,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000303,04/02/2024,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000304,2024-04-02,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000305,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000306,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,N/A
CUST000307,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000308,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000309,2024-04-02,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000310,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000311,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000312,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000313,04/02/2024,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000314,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000315,2024-04-02,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000316,"April 02, 2024",Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000317,"April 02, 2024",Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000318,"April 02, 2024",Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000319,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000320,04/02/2024,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000321,04/02/2024,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000322,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000323,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000324,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000325,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000326,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,N/A
CUST000327,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000328,2024-04-02,Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000329,2024-04-02,Treatment,2024-07-01,No,No,Yes,Yes,$469.01,9.38
CUST000330,04/02/2024,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000331,2024-04-02,Treatment,2024-07-01,No,No,No,No,$0.00,0.0
CUST000332,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,0.0
CUST000333,04/02/2024,Treatment,2024-07-01,Yes,No,No,No,$0.00,0.0
CUST000334,"April 02, 2024",Control,2024-07-01,No,No,No,No,$0.00,0.0
